문장,target
끝까지 힘 되어준 내 남편 너무 고마워요..,0
조언감사해여..,0
내용또한 감사합니다. ^^,0
즐거운 요리 레시피 감사합니다.,0
언제 어디서든 백선생님 보면서 감사한마음으로 레시피를 따라해봅니다.,0
항상 감사한 마음 입니다...,0
아주 쉽게 눈에 쏙쏙 들어오게 설명을 해주시니  백주부님께 퐁당 안빠질수 없죠?,0
감사하고 그저 고맙습니다,0
집에서 쉽게 요리할수 있는 레시피 감사합니다.,0
요즘 백선생 레시피를 보고 요리하는데 새삼 요리가 재밌고 즐겁습니다.,0
내 가수 해줘서 고마워요!!,0
"항상 좋은 음악,좋은 노래 들려줘서 너무너무 고마워요~",0
 정말로 고마워요,0
쉽고도 재미있게 따라할수있어 감사해요..,0
오셔코치님 윌슨안무가님 모두 수고하셨습니다,0
  연아누나 언제나 힘내시고 화이팅요!!^^,0
 백선생님의 요리는 그냥 냉장고 뒤져서 뚝딱따라하기 쉬워 좋습니다~,0
자취한지 육개월 정도되는데 백주부님 레시피 보고 많이 배웠습니다.,0
"  그리고,,,,,  보는사람의 마음도 행복하게 해주셔서 정말 감사합니다!",0
그리고 조언좀 해 주세요.,0
 진짜 수고많았고 진짜 사랑해요 ㅠㅠ,0
여러모로 고마워요,0
백주부님 덕분에 요리하기가 잼있어 졌어요...,0
 태어나줘서 고맙고세븐틴으로 나와줘서 고마워요,0
 감사합니다.,0
백선생님 덕분에 음식을 쉬게 접할 수 있고대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고일주일이 기다려 진답니다.,0
어려운 재료가 아닌것으로 간편한 음식 알려주셔서 고맙습니다.,0
그래서 사장님께 감사한 마음으로열심히 일한다.,0
 너무감사드려요.,0
세븐틴 항상 고마운거 알죠?,0
쉽게 요리할수 있어서 좋아요..ㅎㅎ,0
항상 열심히 하는 오빠 모습 보면서 행복을 느끼는 사람들....,0
 계속 쉬운 요리 개발 하실 거쥬 감사해요,0
"좋은 음식 간편하게 만들수있게 도와주셔서 고맙습니다,",0
 제가 공부하는시간에 좋은노래와 꿀목소리 들려주셔서 감사합니다~~,0
요리에 처음 입문하는 초보님들도 알기쉽게 아주 친절하게 꿀팁을 알려주시는 백주부님 화이팅입니다~~,0
백종원요리법은 누구나 쉽게 따라할 수 있어서 너무 좋아요.,0
 너무 태어나줘서 고마워요.,0
 넘 감사해요.,0
요리는 여자만 하는것이다라는 생각과  어렵다는 생각을바꾸게 해주셨습니다,0
 이제 백종원씨 래시피로 우리의 식탁이 점령당했어요.,0
집밥 열심히 보고 배우고 있습니다.빠이팅!,0
쉽게 따라할수 있는 용기를 주시는분 같아요..,0
항상 쉽게 가르쳐 주셔서 감사해요~,0
앞으로도 잘 부탁드립니다.~~^^,0
그래도 많이 다친거 아니어서 너무 다행이다ㅜㅠㅜㅜ,0
  감사합니다.,0
항상 좋은 레시피랑 쉬운 조리법 알려주셔서 감사해요!!!,0
백주부님덕에 요리를 어느정도 할수가있어서 감사합니다.,0
감사해요,0
그런 재능이 연아선수에게 있음이 감사합니다.,0
늘 감사해요~~^^,0
  늘 고맙게 생각합니다.,0
감사합니다..,0
읽어주셔서 감사합니다.,0
읽고 봐주셔서 감사합니다.,0
차라리 고맙다,0
백주부님 덕분에 와이프에게 사랑 받고 있어요~~,0
언제나 연아양의 뒤에 연아양을 생각하고 사랑하는 사람들이 있다는 것 잊지마시고 홧팅입니다....,0
쉬운 요리 맛난 요리 가르쳐줘서 감사해유^^,0
의도하시진 않았겠지만 감사합니다♥♥,0
항상 힘들어도 열심히 활동해줘서 너무 고마워용ㅇ♡♡♡♡,0
 감사드립니다.,0
   감사드립니다,0
백주부님 정말 감사합니다^^,0
  앞으로도 쉽게 따라할 수 있는 많은 요리 부탁드려요.,0
백주부님 화이팅~~^^,0
   좋은 정보 너무 감사합니다.,0
  앞으로도 쉽게 따라할 수 있는 요리 부탁드려요.,0
백주부 T.V 잘 보고 있어요.,0
아무튼 감사 드립니다~~^^,0
맛있는 음식을간단하고 센스있는  항상보여주셔서 감사합니다,0
 백주부님 감솨~,0
간혹 따라 요리해서 먹으면서 고맙다생각하죠,0
너무 잘보고 있습니다..,0
"부억 근처에도 안갔던 저인데, 백주부님 방송보고 요리에 재미 붙인 사람입니다.",0
 당신만 언제나 믿고 또 믿어요.,0
정말 쉽게 알려주셔서 감사해요,0
"항상 노력하는 모습, 발전하는 모습 고맙습니다.",0
건강하시고 항상 좋은 음식 감사 드립니다.,0
행님 ㅋㅋ)  행님이 정사모를 버리실 턱이 없죠.,0
솔로인 특히 남성들에게 음식 조리를 해서 먹을수 있는 방법을 알려주어 감사하고 ^ㅎ^,0
선생님의 프로그램은 항상 유익합니다.,0
백선생님 고맙습니다.,0
많은 사람에게 쉬운요리 가르쳐줘서 고맙습니다,0
이제 진실과 정의에 한발짝 다가섰다.,0
잼있었어요,0
청하는 무조건 성공한다,0
박지성의 또다른 기록의 발견,0
흥해보자 이번 시즌이 진짜 전북이다!!,0
특검 짜짜짱~청와대 고소 한번 해보던가~?똥뀐 놈이 성낸다더니~특검 승~^^,0
동반성장 측면에선 환영할 일입니다.,0
제작진 결정 잘한듯,0
생각할 줄 아는 청년일세/,0
1박2일에서 너 꼴보기 싫었는데 결국 이렇게 떠내려 가는구나~~~,0
갤럭시노트7 만세!,0
천진난만해보인다 ㅎㅎㅎㅎㅎ,0
요즘이거만 본방사수한다 ㅋㅋ,0
재미따 재미따 재미따 ㅎㅎㅎㅎ,0
역대급dtd한번가자~~~~,0
웨일즈라 가능성 있어보인다,0
삼성 망하는 소리가 들리는구나~~ 에헤라~~,0
그대도 얼마남지않았구료ㅋ,0
아름다우십니다. 대통령 누님.,0
오~~좋은생각이네요 ^^,0
어릴적 나의 작품과 유사함.,0
오~ 김원형이 오는거야?,0
암파이팔고 그리즈만진짜오네,0
웃긴건 문열라는 비상전화는 알아듣고 사람꼈다는 말은 못알아듣고 출발,0
오늘 광희가 젤 웃김 ㅋㅋ,0
왜 기상캐스터 보는맛에 뉴스보는데ㅋ 코디도 나름 잘 신경써서 나오고 앵커들 얼굴만보다 기상캐스터들 몸매감상하는거 얼마나 개꿀이냐. 유일하게 전신감상을 눈치 안보고 쳐다볼수 있는데 좋지아니한가~,0
이공계 무시하더니 꼴 좋네,0
오빠전역축하해요,0
10월 3일 일본 이민간다 수고해라 헬센징들아,0
정경씨는 넘이뻐 후후,0
차기 대통 문재인 만세,0
무도 꿀잼 대겟네 ㅋㅋ,0
좃불 완전히 망햇던데 태극기 화이팅^^~,0
모지 저 씹존귀탱이는?,0
전엔 62위였는데 매번 순위 바뀝니다 알리도 60위권에서 이번에 10권내로 진입했고,0
드뎌 현대가 방어언플 나섭니다..보험사도 현대해상이네ㅋ,0
좋은소식이다 전부 일본으로 몰려가라,0
김소현디게 이프던데ㅋㅋㅋㅋ 런닝맨계속했으면 김소현같은 상큼한맴거있어도 좋았을거라생각해봤음,0
휴 다행이다 ㅎㅎ,0
김신욱은 이렇게 활용하야지ㅅㅅㅅㅅ갓신욱,0
응 공기업직원이야 ^^ㅎ,0
잘생겼다 최민용~~~~~,0
나나 첨부터 외모가 냉철해보이긴하는데 예능에서 애교떠는거 놀랬음,0
바가지 쉬우더니 벌받은거임 ㅋ,0
전북도 한국의 맨시티네,0
퇴근까지 16분 남았당 ㅇㅅㅇ 으흐흐 공조보러가야징 넘흐 기대됨!!ㅋ,0
너무 기분이 좋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
너무 착한 보검이~♡,0
어 우리팀 감독님 기사다 ㅎㅎ,0
류준열 인터뷰 너무 좋다ㅠㅠ,0
S8 인생폰 될 것 같은 느낌이 온다 ㅋㅋㅋㅋㅋ,0
구탱이형 잘됐으면...,0
앗싸 이제 면접기준이 달라져서 나같은 오크도 길이 열리겠군,0
2017년도 트와이스~,0
ㅋㅋㅋ지애미한테 맨날 고졸이라고 놀리더니 유라는 중졸이네^^,0
엘지와 계약한거 축하한다,0
막짤 구우뜨!!!!,0
수지가최고이쁘네. . .,0
박보검은 진짜 말하는대로 다 이루는 듯.대애박!,0
좌파 친북 응디딱좋다!,0
누가봐도 메달 가능성 전혀 없겠는데 웃고간다 푸하하하하,0
참 아름다운 기사네요~신민아씨 화이팅,0
지수야 파이팅!!!!!,0
사이다 뉴스로군 ㅋㅋㅋㅋㅋ,0
난 오픈카 타고 가로수길 놀러기는뎁....ㅎ,0
전자는 역시 엘지!!!! 짱,0
스카이 아임백이 압승!!,0
꼴좋다 뽕맞은 여자 고집불통 국민알기을 .,0
폭발하는것 보니 십년묵은 뭐시기가 다내려간다,0
난세에 빛난 진정하고 참된 여신님~^^,0
뮤츠나 잡아볼까!,0
김종민 응원해요♥♥,0
수지가 핫하긴 진짜 핫하다ㅋㅋ,0
정의는 승리한다ㅎㅎ,0
송송커플 두분 대상 진심으로 축하드려요~^^,0
대성이 보고 싶다 꼭 시청해야지~,0
한효주랑 이종석 케미도 좋고 무엇보다 연기도 잘함 스토리는 물론이고 음향도 존좋..,0
ㅎㅎ 축하합니다!,0
내년도 잘해서 대박 ㄱㄱㄱ,0
슈랑 유진도 결혼 너무잘했던데 ㅋㅋ,0
고산자 재밌게 잘봤습니다~~,0
조정석!! 역시 짱짱 !!,0
결말이 살짝 아쉬웠지만 빠른 전개덕에 몰입도 잘되고 엄청 잼났음ㅋㅋ,0
이루가 욕 그렇게 먹으면서 자기곡 쓴 이유가 있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
나이스!!! ㅋㅋㅋㅋㅌㅌ,0
박영수 특별검사님 화이팅입니다!!!,0
끼가 엄청나네요. 완전 재주꾼..,0
무도 기대됨니다...,0
이렇게 나까지 행복해지는 열애설은 첨이에요 행복하세요♡,0
진짜 지금부터 시작이다!,0
난강이형 행복하세요!,0
제대로인 특검 수고많으십니다!!!,0
다부다처제가 좋다,0
777 신서유기 기다렸어??????,0
응팔때 보검이를 알게돼서 넘나 기쁨,0
경기도민 출신으로서 자랑스럽습니다^^,0
난 오늘 쉐보레 트렉스디젤샀음!,0
역시 모든 어머니는 위대하시다.,0
무도에서 자신의 일에 진지하게 임하는 모습을 보여줘서 그런듯,0
끝날때쯤 네캐 누적 1억 돌파할듯대단한 닥터스!!!,0
꽃보다 남자때에도 많은 여자연예인이 나왔지만 이시영이 젤 예뻤어요 ~^^,0
류준열인정받아팬으로서넘좋다,0
잔디위의 대기업 호우~,0
배지현 개이쁨ㅠㅠ..,0
순실이 조카한테 통수 맞았네 ㅋㅋㅋㅋㅋ,0
카피캣의 최후 ㅋㅋㅋㅋㅋ,0
그냥봐도 남다른 포스가 있기는 한듯,0
류중일 감독님 원합니다,0
둘째 만들러 가는듯,0
준녀라아아♡♡♡♡♡ 저사이에 잇어도 안꿀리네 준녀리,0
"조대위 정말 바르게, 자란것 같아서 국군에 대한 믿음이 갔습니다.",0
이 분야에서 만큼은 세계가 특허를 공유하고 공동개발 했으면 좋겠다^^,0
롯팬은 아니지만 정말 반가운 소식이다,0
한편으로 보면 축하해주고 싶지만 애들입장에서 좀 그런것같네 연애도 중요하지만 애들도 잘 챙겨줄것라고 믿습니다 이쁜사랑 축하해요,0
SK) 환영합니다.,0
어쩌다 긁힌 날 실실 웃으며 도발하더니 귀신같이 털리네^^,0
조해진 권은희 새누리 전의원 다행이 당선되지 않았다,0
사랑한다LG~사랑한다LG~,0
집에서 해먹으면 더 위생적이고 싸게칩니다,0
아직 하늘은 우릴 버리지 않았군요,0
내년 보스턴의 가을야구 행진은 계속 되겠네!~,0
헐..설마 우리나라에서 멘부커상 수상자가 나올줄이야....정말놀랍다. 근대 나 멘부커상을 오늘처음알음,0
너무 이쁘고 아름다운 김태희.항상 행복하세요.결혼 진심으로 축하드려요,0
윤선아 잘했다 ! ㅋㅋㅋㅋ,0
여자들은 넘 귀여운거 같애 ㅎㅎ,0
기아의 가을야구... 1일 천하... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
W의 이종석은 대상받을만 했음... 강철이 받은거지,0
이뿌당 이뽀,0
와 대박 ㅋㅋㅋㅋ 특검 제대로 일한다,0
김감독님 힘내세요!댓글찌질이들 무시하시고요!,0
올해 대상은 송중기냐 이민호냐?,0
기래 남조선동무들 잘하고 있으메!,0
결승 기대된다,0
축하합니다. !!!,0
현빈씨~~공조보러갑니다~연애도영화도최고로대박나세요~~♡....,0
is의 씨가 마르는 일이 얼마남지 않았네...,0
부산행 꼭 보러 가야지요 ㅋㅋ,0
지상렬 조음 ㅋㅋㅋㅋㅋ,0
강준이애들한테잘하구ㅎㅎ아이들좋아하는거같아ㅜㅜ잘생겼어♡,0
포터수동으로 08년도에 만점맞고땃음,0
나pd까지 yg에서 데려갈 기셐ㅋㅋㅋㅋ,0
연기로 봤을때 따라올자가 없었다 ... 수상축하해요 ~,0
한효주 넘 예쁘고 연기도 짱 대박!!!,0
꼬부기랑 용찬이 하루뛰고 우승 ㅋㅋㅋ,0
국민들 승리^^,0
이건 정말 대단하네요. 깜짝 놀랐습니다.^^,0
질투의 화신이 너무 개꿀이다 ㅠㅠ,0
이준기ㅠㅜㅠ진짜기대합니다♡,0
은지원 이재진 조합 완전 기대되네요ㅠㅠ,0
귀엽고 잘생김 매력있음,0
돈 오지게벌었겠네ㅋㅋ,0
막판 5분이 존나 재밌다ㅋㅋ,0
오늘 빈지노보러갔다가 갓영미에게 걸크러쉬당하고 옴,0
꼴 좋다 ㅋㅋㅋㅋ 언론 선동 ㅋㅋㅋㅋㅋ,0
이동욱 너무 섹시함 진짜♡,0
잘되도 웃기고 잘 안되도 웃기겠다 ㅋㅋ,0
안투라지 조진웅 귀여움 ㅋㅋ,0
축하드립니다~ 인정할건 합시다,0
연기도 잘하고 늘 발전하려는 모습이 보여서 참 좋은 배우인 것 같음,0
기사 제목만 보고 터졌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
대전은 날씨엄청좋음.,0
올겨울은 춥지 않겠구만~,0
닥터 한석규 멋쪄부러~~~,0
아는행님 보고말꼬양~,0
이제 올스타출신들이 오네 대단하다 진짜ㅎ,0
자전거 존나잼써ㅋㅋ,0
잘됐다! 양세형 짱재밌다ㅋㅋㅋ,0
거지들은 놀러가도 날씨가 않도와주는구나 ㅋㅋ,0
꾸준히준비했다니 메이져가서 이악물고 열심히해서 좋은활약 하길 바란다 . 화이팅 !,0
올해는 우리 병헌리 영화보면서 마무리해야겠군,0
키스장인ㅋㅋ 인정이요,0
연예인 탑 쓰리안에든다 진심이쁘네,0
소세지 샌드위치 진짜 간단하고 맛있어요,0
강성노조보면 딱히 우리나라랑은 다른 이야기같은데,0
ㅋㅋㅋ 전세계 웃음거리 한국 대통령,0
또오해영 보고싶다ㅋㅋ,0
그냥 연기를 잘하는거지 그 조인성이랑 했던 드라마에서 연기 좋던데,0
사랑스런 아가의순산축하드리고 아가와함께행복하세요~~,0
개귀욤 ㅎㅎㅎ,0
백다방 커피 제일맛있습니다,0
윤시윤 보면 볼수록 좋다.,0
저가요금 사용자로셔 반가운소식이네요,0
횃불 만들어준 김진탴ㅋㅋㅋㅋ,0
고래 다이아몬드 수저 전용 ㅊㅊㅊ,0
ㄱㄱㅑ~~~~ 오늘 도깨비 100분 인가봐요!!!,0
우버땜에 첨으로 벤츠타봄 ㅋㅋㅋ,0
해체 나이스,0
고충의 수였지만 서로 윈윈이네. ..!,0
예쁘고 연기도 잘하고 자기 생각이 뚜렷해서 너무 좋아하는 배우ㅠㅠㅠ 작품 많이 해주세요!!,0
점점 사건이 풀려나가서 쫄깃쫄깃 재미있네요너무 멋지고 이쁜 준청커플,0
박정희대통령 만세,0
축하드립니다.^^^^^^,0
욱하는 성격인가보네 ㅎㅎㅎ저질러놓고 후회하는,0
야 기분조타~~~~,0
월화수목공유일,0
아 웃겨ㅋㅋㅋ 또 바꼈어,0
선생님들 귀여워 ㅋㅋㅋㅋㅋ,0
집단우울증에 빠져있던 대한민국을 살리는뉴스,0
아 내가 평균 이상이다!!!!,0
오랜만이네ㅋㅋㅋㅋㅋ,0
월화는 구르미 수목은 루이~~♥,0
눈온다~~~~~~~,0
첨단 기술은 언제나 환영이야!,0
격하게 환영합니다!!!!!,0
버는거만큼 쓰는거두 중요한데돈을 갚어치 있게 잘쓰내흥하길~~~,0
고양이 너무 귀여워요~??,0
반갑습니다sk감독님,0
삼시세끼 짱!!!!,0
블랙홀은 내 월급통장만으로도 충분하다,0
기자 내스타일 ㅋㅋㅋㅋ,0
예능프로에서 잴 잼나다갱규 호동 너무웃겨드라마보다 낫더라,0
"박해진 화이팅!!! 사랑합니다..,!!",0
祝 結婚....幸福하시길...,0
유해진씨 짱!입니다,0
축하드려요 ㅎㅎ,0
야 보검아 벌써재밌다 ㅋㅋㅋㅋㅋㅋ,0
당근 김유정.진영이 딱~~!,0
음주운전이랑 정씨면 다 나왔지 ㅋㅋㅋ,0
아예아예 달려달려 아예,0
펜싱 박상영선수 화이팅!!,0
미국이 경제보복해버리면 ㅋㅋ 안그래도 못사는 나라 죽는당 ㅎㅎ,0
우리형 환한 미소봐라 세상을 다가진 기분이다 지금 형이 기분이 매우좋다 클럽아메리카 조심해라,0
요번 기아 스팅어에도 특별히 호갱님들을 위해 말많은 세타2 엔진도 넣었습니다 많이 사랑해주세요!,0
한 팀은 깔고 시작하네,0
아 레알로 샤이니 키인줄알고 애들이랑 울뻔했네 ㅋㅋㅋㅋㅋㅋ,0
라스 간만에 레전드각 나옴 ㅋㅋㅋㅋㅋ,0
맥주 대기중 ㅋㅋㅋㅋㅋ,0
축하드립니다~~!!!,0
남녀평등이 여기서 나오는구나~~~~,0
권혁 술한잔하것네 ㅋ,0
붕딱들 문재인이 무섭긴 한가보네,0
에어컨 너무 시원해요! 겨울.,0
이번경기는 손흥민때문에 이겻다,0
이아바 할 때 보니 코믹연기 엄청 잘하던데~ 완전 웃겼음ㅎㅎ,0
정준하 응원합니다 !,0
오!...간만에 훈훈한 기사네요..,0
크으 지렸다리 지렸다,0
이동국 상위호환이지ㅋㅋㅋ,0
"포켓몬, 디지몬... 어릴적 최고의 만화",0
줄 사람도 없어 따지 않아 까치밥 감들이 힘겨워 보일 때 곡식 좀 꺼내 눈 위에 뿌려둔다,0
닭대갈 정부.. ㅋㅋㅋ 그렇게 국민들이 경고 했건만 안듣더라니..,0
노인네들이나 시청앞 광장에서 해라...볼만하겠다..ㅋㅋ,0
그래도소비자를배신하지않아감사합니다,0
부천에펠탑 ㅋㅋㅋㅋ네이버 메인 능욕 ㅋㅋㅋ,0
아니 한국 기레기들에 의하면 수렁에 빠졌다던 애플이 ㅋㅋㅋㅋ,0
이것도 은근 재미있겠다 ㅎㅎ,0
오늘 너무재밌었다 ㅠㅜㅜㅜㅜ!♡♡!!,0
이글스보다는 났네...,0
부인의 센스가 보이네요^^,0
ㅋㅋ 난 회사돈으로ㅋㅋ,0
 이렇게 입법해서 법을 고쳐놓으면 간단하다!,0
뭐야 믈브에서 흔하게 보던 선수가 한화를 가네;;,0
돈 리치면 부자겠네 ㅋㅋㅋ,0
 평생 살면서 저런 호화로운 생활 언제 해보나...,0
넥센이 드디어 2위 탈환에 시동을 거는구나!!!,0
 저도 방금 서명했어요,0
삼성 용병 관리팀의 승리네요 굿!,0
이런게 국위선양이지 멋지다,0
 물건 잘 만들었으면 광고를 통해 제대로 알리고 소비자 반응 기다리면 될 것.,0
애가 없어서 다행이다,0
막영애 시즌1부터 애청자입니다.,0
남녀주인공 일단 비쥬얼은 최고.,0
 해견구조자 45명.,0
만찢남 눈빛을 연기하려면 이준기오빠가 딱인듯.,0
15승 가자!,0
노래해줘서 고마워♡,0
여행경비보태주고 휴일만들어라.,0
오예 우승이다..........,0
캐리녀 재밌어용!!,0
 그냥 여러종이있다고 생각하는것이 답이다,0
그러나 앞을 잘 보는게 무엇보다 중요함,0
아이구 착해라~~~,0
 그것이 촛불의 힘이다.,0
아직 살아계셨구나,0
아스날 존!나!웃기네 ㅋㅋㅋㅋㅋㅋ,0
살쪄보이는 분장을 해도 정말 이쁘기만 하네요,0
사스가 아이폰이지^^,0
빨리 내일되서 본방보고싶다ㅋㅋㅋㅋㄱ,0
우리 밴느 최고시다,0
추신수 그렇게 안쓰더니만 꼴좋네ㅋㅋㅋㅋ,0
작년에 제주도갔다 ㅋㅋㅋ,0
집에서 보내는게 최고.,0
매점아저씨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"공유가 너무 멋있게 나와!!!!""ㅋㅋㅋㅋ",0
아는형님보고 그알이나 마리텔 보면 되겠네 ㅋㅋㅋㅋ,0
"증강,가상현실세계의 대한 관심이 커져가는 가운데 국가에서도 추자를 해준다는 것은 좋은 생각같다.",0
응팔나온 배우들 다무명에서 순식간에 스타덤에 오른거 사실인데 라미란은 최고.,0
 밝고 명랑한 소녀던데,0
 그래도 대한민국 살만하다.,0
역시 대인배 우리형 더제너럴킹갓날두,0
남지현은 얼굴부터 몸매 전체가 다 이쁨.,0
까서 미안하다 태균아 타격만큼은 니가 최고구나 인정하마!!,0
어마어마한 필살기 획득 특검이 해냈다,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 삼성 진짜 이번에 똥 밟았네 ㅋㅋㅋ,0
청와대 관계자는 이렇게 생각할줄 아는 사람을 특채해서 쓰면 좋을텐데,0
 영화관에서 자주볼수있게되어서 기쁘네요.,0
얘가이러면 아이유 솔빈이런애들은 진짜 강철멘탈이네 ㅋㅋㅋㅋㅋㅋ,0
특검팀..힘내세요.,0
얼굴도 예쁘고 마음도 예쁘고..,0
힘내세요..서로 모르고 오행산 쌓이느니 이런 속시원한 해명글 좋네요,0
아이유 드라마서 정말 귀엽고 연기도 제법 잘 하던데요.,0
완전 축하요,0
내년이 더 기대되는 오승환이다.,0
안녕하세용~~~~,0
6.25때 안살아봐서 모르겠지만 전쟁때 폐허가 된 우리나라를 도와줬다는데에 대해서 깊게 감사드립니다!,0
택배직원들은 파업해도 지지합니다...,0
 하워드가 부활하면 클블도 우승에 긴장해야 할 듯 하다. ㅋㅋ,0
삼시세끼 고창편 한가족 좋아해요,0
 우리이쁘니 항상 응원합니다,0
 개인적으로 노력하는게 눈에 보여서 응원하는 입장이었는데 발전하는거 보니까 괜히 내가 다 기분 좋다 ㅋㅋㅋ,0
캐릭터랑 잘맞는듯ㅋㅋㅋㅋ,0
 오늘밤은 잠 잘올꺼 같아요♡♡♡,0
형님 축하드립니다!!,0
갤럭시노트7 폭발로 3만원 씩 지원나오는거 생명수당이라면서요? ㅋㅋㅋㅋㅋ,0
조윤희 머리스타일 바꾸니까 넘 예뻐,0
 최희준앵커 초고입니다,0
경찰분도 많이 안다치셔서 다행이시고...,0
 인경호가 그렇게 예쁜곳인지^^,0
쉭? ㅋㅋㅋㅋ 먼소린데 터지진 않네ㅋㅋ,0
난 친중파라 환영 ㅎㅎ,0
 대한민국의 희망을 보았습니다~~,0
예전에는 놀릴때 그래도 창조경젴ㅋㅋㅋ,0
축하드려요~,0
기성용 손흥민 지동원 세계3대리그 클라스 ㄷㄷ,0
은지원이 말하는 좀비게임 대체 뭐길래 ㅋㅋㅋㅋㅋ핵궁금,0
특검 국민이 응원합니다 힘내세요!,0
연기대상노려보자구그달~~♡,0
그런데 인기가 많어 ㅋㅋ,0
 우리나라처럼 소매치기 없는 나라도 드물다.,0
황교안 대행님 ㅋㅋ,0
와 듣던중반가순 소식이네~~,0
대본과 연출 좀 허접하지만 그래도 7프로대 드라마는 절대 아니다.,0
괜히 믿듣탱 하는게 아니죠ㅋㅋㅋㅋ,0
 역쉬 돈쓰는데는 아낌없는 한화~ㅋㅋㅋㅋ,0
 한국남자들이 가슴큰 여자 좋아해서 이 사단 난거래ㅋㅋㅋㅋㅋ,0
보부님 환영합니다,0
 삼시세끼 파이팅!! ^*^,0
아..정말 축하해요.,0
기자들이 이제 제목소리를내는군?,0
롯데한테 6번 더 졌다고해도 2등이네ㅋㅋㅋ,0
예은씨랑 정진운씨는 완전 잘어울림!!!ㅎ 부럽습니다!!,0
기존 멤버들이 워낙 합이 좋고 예능 베테랑들이라.,0
드디어 영화 제5원소같은 교통시대가 열리겠구만 ㅋㅋ,0
 이기야 >_< 공중제비 돌으노 이기 !!! ㅎ,0
 내년에도 응원하겠습니다,0
 옳은 것을 용기 있게 선택 할 수 있는 사람이 사랑과 존경을 받는 것이다~,0
저도 일찍자는타입이라 밤11시에 보기가 어려웠는데 잘됐네요 ㅎㅎ,0
클로이 귀여웠는디,0
 개꿀잼이었음 담주 기대됨,0
야호!!!,0
저번에 가보고 괜찮아서 또 하게되면 가야지 목빠지게기다렸는데 드디어 시작하네요 ^^,0
컴키고는뭐 와따가따 뉴스어쩌고하고 밖에나가서 쨴줄알고잡으러갔다가 또아니고 ㅋㅋ,0
난군인이 좋음,0
 친구가..ㅋㅋㅋㅋㅋ,0
그래서인지 친구가 계산하면서 허둥대고 뭔가 떨려보여서ㅋㅋ,0
"잘생긴게 아니라 느끼는데,인기많고 잘생겼다는 말 많이 들은 남자인데요.",0
웹디자인알바 일거리 구하기 어려우신 분들은재능마켓 활용해보세여 ^^,0
손님이 담배 하나사가시고 마넌짜리 내시길래 7500언드리면 되는데갑자기 만언이 바닥에 있길래 아 안넣었나하고 다시 넣엇고7500언드리고 가셧는데 시제점검할때 2만언 넣은사실을 알게되어서만언 꿀꺽햇음,0
앤써에서 추천받았는데목소리 진짜좋다,0
판 분들께 좋은 정보라고 생각해서 데꾸와바염.,0
센스 있는 과장님 덕분에 즐겁게 퇴근 준비합니다ㅋㅋㅋㅋㅋ,0
강아지들이 젤웃기고귀엽 막헥헥거리면서 허리 겁나흔듬ㅋㅋㅋㅋㅋㅋㅋㅋㄱ,0
근데 그거 아니면 너무 좋아요,0
다이어트를하기위해서매일운동을하자나요,0
태동느낄때말고두 가만히있을때도그런특이?,0
  저렇게 드시면 면전에서 욕해드려요~,0
널 많이 좋아해그래서 너랑 만났구너도 알고있겠지?,0
훈남군인들 ㄷㄷㄷㄷ,0
나의 볼에 찐~하게 ㅎㅎ,0
특히 다음주 토요일에 면회오면 준다구?3단도시락 싸들고 온대여!!,0
연한파랑 하늘색이아니라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ슈밤 ㅋㅋㅋ,0
흥분되고~꼴리고!?? 이사람껀~~,0
 저는 메이플을제일재밌게했는데 이런 풀3d 류 게임은 처음이거든요,0
헤어지고나서 제가 먼저연락하고 만나자고하고그렇게 지낸지 이제 딱 사개월채웠어요ㅋㅋ,0
인성이 최고시네요,0
하필 저 11*가 창 위에 움직이는 영상 있어서 눈이 절로 가더라구요 ㅋㅋㅋㅋㅋ,0
진짜 재택알바만큼 좋은것이 없는거같음..!,0
운동일마치구 짬내서 일주일에 다섯번 한시간정도만 해줬는데이렇게 좋게결과가 나오니까 너무 뿌듯하네용 !,0
다들 공감하져?ㅋㄷㅋㄷ,0
 모든 빵을 다 좋아해요.,0
스트레스 받는것도 덜할거고.,0
헤헤헤.........이번에 꿀연휴 잖아요 ㅋㅋ,0
왜 날 좋아하게 되는거징..?,0
8. 꽃들고 사랑한다고 말해주기9.,0
제가 8월초부터 지금 현재까지 5키로를 뺐어요!!!!,0
내 사랑 슬기야^^♥나 이제?얼마 안남았어!,0
 힘내요 직장분들,0
아니면 난 은팔찌를 득템하게 되는 걸까?0,0
여보여보 입에 달고살다가 헤어지고 만나서 얘기하는데이름부르기도 이상하고 야 니 거림ㅋㅋㅋㅋㅋ나만이런가,0
